name,artist,id,danceability,acousticness,liveness,loudness,speechiness,mood
Oororo Yogi,Ramana Gogula,https://open.spotify.com/embed/track/2H6aGuQCchI1Qa4eUb51Ua?utm_source=generator,0.786,0.145,0.0908,0.815310349,0.0336,energetic
Bang Bang Bang,Yuvan Shankar Raja,https://open.spotify.com/embed/track/1AisYkksS1odFefyvJSpP5?utm_source=generator,0.865,0.0938,0.23,0.814148217,0.0565,energetic
Nee Kougililo,Sathyam,https://open.spotify.com/embed/track/6OF5C7Z8qFapLnYJLVR1fX?utm_source=generator,0.428,0.96,0.395,0.661491701,0.0397,Chill
Priya Priyathama,Ilaiyaraaja,https://open.spotify.com/embed/track/3QyicuTmZEWO1hU3c3QbW6?utm_source=generator,0.773,0.825,0.124,0.887124169,0.0343,Chill
,Various Artists,https://open.spotify.com/embed/track/1OMMcfTonIktqkjyrU5S05?utm_source=generator,0.84,0.0169,0.129,0.763014393,0.24,energetic
Ivala Edo Anandam Ento,Uday Kiran UK,https://open.spotify.com/embed/track/3xeD7DQ5cEzFSrvHOfSZZU?utm_source=generator,0.524,0.0422,0.143,0.714175035,0.0795,energetic
Manasu Parimalinchene,Pendyala Nageswara Rao,https://open.spotify.com/embed/track/5zoK5Rd74xTt2AFdtLjig8?utm_source=generator,0.422,0.639,0.164,0.812270926,0.0609,Chill
Nee Navvu,M. M. Keeravani,https://open.spotify.com/embed/track/7CsbXGvx9d27jAc6jSF4RG?utm_source=generator,0.59,0.765,0.357,0.623737298,0.0363,Chill
Hey Jana,Mani Sharma,https://open.spotify.com/embed/track/5WtJORFXDoXKfglFUA6rPe?utm_source=generator,0.816,0.0315,0.281,0.798980899,0.151,energetic
"Ananda Paramanda (From ""Sri Manjunatha"")",S. P. Balasubrahmanyam,https://open.spotify.com/embed/track/0ly68f2ueK1cDnvE0Hzw91?utm_source=generator,0.672,0.685,0.0638,0.665186686,0.0469,romantic
Rangola Hola Hola,Harris Jayaraj,https://open.spotify.com/embed/track/048NzPL7Xs7MTvTWtWGW4E?utm_source=generator,0.847,0.0988,0.189,0.754372895,0.0912,energetic
Paluke Bangarama,K. Chakravarthy,https://open.spotify.com/embed/track/6D13sznTbnfycyOWIG0D7F?utm_source=generator,0.427,0.861,0.248,0.818349772,0.179,Chill
Chukkalanti (Sad),Ilaiyaraaja,https://open.spotify.com/embed/track/3PP2gN32q3ulfPDsYCApbN?utm_source=generator,0.636,0.59,0.12,0.82937513,0.0485,romantic
Aakasa Ganga,Kamalakar,https://open.spotify.com/embed/track/15VhrOnyIebxei4gzZbiBA?utm_source=generator,0.536,0.655,0.15,0.679013081,0.0328,Chill
Dandaalayyaa,M. M. Keeravani,https://open.spotify.com/embed/track/1qNjwr1lWSNmTPMbiQ8sYt?utm_source=generator,0.618,0.827,0.404,0.738430823,0.0391,Chill
Pattu Pattu,Devi Sri Prasad,https://open.spotify.com/embed/track/1wo0bG73zjXNDNDAPQXzqI?utm_source=generator,0.686,0.449,0.131,0.70309008,0.296,romantic
Kalalonaina,S.A. Rajkumar,https://open.spotify.com/embed/track/5AgawCwpT2z2gFFQm7qV7a?utm_source=generator,0.646,0.423,0.178,0.784409547,0.0417,romantic
Tillu Anna DJ Pedithe,Ram Miriyala,https://open.spotify.com/embed/track/4ZNIkO2j6K2c0Nm8zWXmdn?utm_source=generator,0.702,0.149,0.11,0.805178939,0.21,energetic
Atu Nuvve,Devi Sri Prasad,https://open.spotify.com/embed/track/3geKpJNdURFqbA8OqaR7vr?utm_source=generator,0.661,0.604,0.0881,0.831639799,0.0939,romantic
Khabaddarani,Mani Sharma,https://open.spotify.com/embed/track/1GZQaWpJ8qu74dnNtTn6Ly?utm_source=generator,0.715,0.00407,0.127,0.837688847,0.117,energetic
Andagaada,Harris Jayaraj,https://open.spotify.com/embed/track/35EifGHoMZxyYVGkNRmyjJ?utm_source=generator,0.418,0.0583,0.269,0.733245925,0.152,energetic
Podagantimaiya,Unnikrishnan,https://open.spotify.com/embed/track/17sXUnSPygh0kzcemnyCWa?utm_source=generator,0.444,0.71,0.339,0.763938139,0.0683,Chill
Kshaminchu,Chakri,https://open.spotify.com/embed/track/00LWYfA0tgv4uex2ECHDio?utm_source=generator,0.72,0.354,0.0926,0.851694031,0.127,romantic
Narayanathe,Unnikrishnan,https://open.spotify.com/embed/track/2CH842EL341kcvyR915Fkf?utm_source=generator,0.567,0.766,0.319,0.755266843,0.0344,Chill
Chalore Chalore(Telugu),Devi Sri Prasad,https://open.spotify.com/embed/track/71fCqjqfJz23Bjodiqt4GY?utm_source=generator,0.811,0.203,0.0487,0.699097113,0.078,energetic
Theta Theta Telugula,K. V. Mahadevan,https://open.spotify.com/embed/track/3C6KoLJdLxJ2IJXsG1K85N?utm_source=generator,0.411,0.907,0.317,0.683959594,0.121,Chill
Muddhabanti Poovulo,K. V. Mahadevan,https://open.spotify.com/embed/track/3bLucspbTsAGoo5KiECNSd?utm_source=generator,0.524,0.501,0.678,0.679251468,0.0566,cheerful
Marachipo Nesthamaa,K. Chakravarthy,https://open.spotify.com/embed/track/7gdAmG1kZQfdWJhknzjT1w?utm_source=generator,0.422,0.944,0.164,0.739056587,0.0314,Chill
Yahoon Yahoon,Devi Sri Prasad,https://open.spotify.com/embed/track/7ptm0VcwKYx4Jbn1sEjxV8?utm_source=generator,0.684,0.161,0.193,0.870019965,0.133,energetic
Yamunatheeram,K.M.Radha Krishnan,https://open.spotify.com/embed/track/2g5t70UUP6nPpyZdyQQJz2?utm_source=generator,0.68,0.521,0.0772,0.800738997,0.0713,romantic
Bapu Gari Bommo,Devi Sri Prasad,https://open.spotify.com/embed/track/1e3pqyiPgPzqnDm8m91x5F?utm_source=generator,0.9,0.221,0.0727,0.843559105,0.0756,energetic
Ulikipadaku Ulikipadaku,Vishal Chandrashekhar,https://open.spotify.com/embed/track/5s3CJOPeaQD56xafwsDOO9?utm_source=generator,0.667,0.00357,0.178,0.861140082,0.0584,energetic
"Kodakaa Koteswar Rao - From ""Agnyaathavaasi""",Anirudh Ravichander,https://open.spotify.com/embed/track/0A9tAPF8xAi0k2Q7lNiACg?utm_source=generator,0.764,0.499,0.217,0.819094729,0.288,romantic
Sitharangi,Sunny Austin,https://open.spotify.com/embed/track/1Ur54HzTsoPVweL7Ybalq1?utm_source=generator,0.833,0.623,0.036,0.778360499,0.16,romantic
Akalesthey,Devi Sri Prasad,https://open.spotify.com/embed/track/6yVeYqlH4yUGgMFoBa1qlA?utm_source=generator,0.889,0.0371,0.0568,0.691558151,0.0595,energetic
Yemani Pogadudume,S. P. Balasubrahmanyam,https://open.spotify.com/embed/track/39CXE5xdb4ZbFRTTei3Tuk?utm_source=generator,0.574,0.422,0.323,0.752167824,0.0488,romantic
Nuv Nakem Kavu,Naresh Penta,https://open.spotify.com/embed/track/1oEptnZ4BuzUnumXDAFYeB?utm_source=generator,0.736,0.809,0.12,0.7302363,0.0351,Chill
O Pilla (TELUGU),Devi Sri Prasad,https://open.spotify.com/embed/track/1hmHzSfyVerXSYiY1Qq4Vx?utm_source=generator,0.842,0.174,0.065,0.767543729,0.19,energetic
Aa Devudela Vuntaadani,J. V. Raghavulu,https://open.spotify.com/embed/track/2yqb9e1mJO6RSoxBFPcVlu?utm_source=generator,0.64,0.96,0.138,0.667093775,0.0618,Chill
Pranavalaya,Mickey J. Meyer,https://open.spotify.com/embed/track/1khlL3DxRKVWhoYAQvjNmi?utm_source=generator,0.517,0.426,0.113,0.733663101,0.102,romantic
Selavanuko,Anup Rubens,https://open.spotify.com/embed/track/6ciYv5q2QoZo1lBTdDfzRT?utm_source=generator,0.74,0.842,0.106,0.627909056,0.0386,Chill
Rama Rama,Devi Sri Prasad,https://open.spotify.com/embed/track/5XPhao7RM49t5OKNHE6ZVJ?utm_source=generator,0.647,0.0688,0.0996,0.806817843,0.105,energetic
Prema Yatralaku,Ghantasala,https://open.spotify.com/embed/track/1M8XiKte4skpdbNYHwjLpB?utm_source=generator,0.641,0.981,0.337,0.536636968,0.0975,Chill
Elegeylaga,Mani Sharma,https://open.spotify.com/embed/track/6mSZiIekGnSwCP3brOS9Iw?utm_source=generator,0.845,0.065,0.0733,0.737149498,0.0481,energetic
Bangala Kathamulo,Ramana Gogula,https://open.spotify.com/embed/track/0iKtQHMwA3k3NeKFWo17eN?utm_source=generator,0.854,0.394,0.134,0.716469501,0.0863,romantic
Yuvakula,Thaman S,https://open.spotify.com/embed/track/6UGkpZUshokRYSUuLeb2wT?utm_source=generator,0.828,0.441,0.117,0.746804136,0.2,romantic
Adugaduguna Neetho Rana,Shravan Goud Writes,https://open.spotify.com/embed/track/21jacqxMqPfeoV59jySKz3?utm_source=generator,0.57,0.312,0.143,0.618463005,0.0409,romantic
Ammo Vaadevado Gaani,Various Artists,https://open.spotify.com/embed/track/0sJwJGM7xmhGRrUsjPISj3?utm_source=generator,0.758,0.417,0.243,0.670073602,0.174,romantic
F. T. V. Figaralle,Devi Sri Prasad,https://open.spotify.com/embed/track/2Ni6m3h2LXGmywo5IFsNi9?utm_source=generator,0.873,0.0888,0.306,0.722250365,0.11,energetic
Pachchadanamey,A.R. Rahman,https://open.spotify.com/embed/track/5eQYzdcEDOhvJ4ClsUQB3C?utm_source=generator,0.536,0.387,0.367,0.405911976,0.0647,romantic
Chakkani Bike Undi,Devi Sri Prasad,https://open.spotify.com/embed/track/6f4pEL7EpzQAdSqVsYQtvz?utm_source=generator,0.82,0.228,0.0997,0.879853393,0.114,energetic
Le Le Lele,Mani Sharma,https://open.spotify.com/embed/track/0HnfMJhNQTHI8RnRktYINb?utm_source=generator,0.908,0.0142,0.0549,0.743317739,0.0643,energetic
Chilipiga,Harris Jayaraj,https://open.spotify.com/embed/track/5J3Gykr4QdXzgbRGlusUrM?utm_source=generator,0.658,0.411,0.157,0.668375101,0.0271,romantic
Alluda Garelu Vandala,Rap Rock Shakeel,https://open.spotify.com/embed/track/3ekTeAvIzwM2lKKHdQaEW0?utm_source=generator,0.625,0.152,0.0928,0.809142108,0.331,energetic
Choosuko Padhilanga,K. Chakravarthy,https://open.spotify.com/embed/track/2UCdM3QKsW0WcnCdn9uKc5?utm_source=generator,0.406,0.92,0.372,0.869483596,0.0452,Chill
Vinaro Bhagyamu,M. M. Keeravani,https://open.spotify.com/embed/track/14tPv8NXClmhURwN4Sctta?utm_source=generator,0.411,0.892,0.677,0.82508418,0.201,cheerful
Naa Manasuney,Devi Sri Prasad,https://open.spotify.com/embed/track/6DxVjDeLpPPimmiqSv05hd?utm_source=generator,0.764,0.475,0.4,0.696087488,0.121,romantic
Light Theesko,Devi Sri Prasad,https://open.spotify.com/embed/track/2N4EHEQjuB9q6S8vL6xl2L?utm_source=generator,0.786,0.164,0.356,0.840966656,0.116,energetic
Pavuraniki Panjaraniki,Ilaiyaraaja,https://open.spotify.com/embed/track/42RT5sjq6SnSY9njQ9B4dk?utm_source=generator,0.734,0.778,0.121,0.714204833,0.0477,Chill
"Ranjithame (From ""Vaarasudu"") [Telugu]",Anurag Kulkarni,https://open.spotify.com/embed/track/0gZibDOwioMCck3d5nExjl?utm_source=generator,0.535,0.601,0.0697,0.769540213,0.133,romantic
DJ Saranam Bhaje Bhaje,Devi Sri Prasad,https://open.spotify.com/embed/track/0EpsTbY4ZhvqZuPh46bE60?utm_source=generator,0.689,0.0669,0.14,0.855955183,0.151,energetic
Thanuvantha,Sinjith Yerramilli,https://open.spotify.com/embed/track/3N3jaiTj08UKOPgM639miD?utm_source=generator,0.325,0.425,0.0734,0.555558866,0.032,romantic
Choododde Nannu,Devi Sri Prasad,https://open.spotify.com/embed/track/1RCrBXLN9cn4WmbpT9uJGJ?utm_source=generator,0.807,0.0477,0.0944,0.745373819,0.0473,energetic
"Jigelu Rani (From ""Rangasthalam"")",Devi Sri Prasad,https://open.spotify.com/embed/track/1leE0lg8KIbQAsAnGt9Izn?utm_source=generator,0.703,0.706,0.147,0.808337555,0.207,romantic
Daawath,Rahul Sipligunj,https://open.spotify.com/embed/track/3Bv6Jghbq72NqEqWnkqUOj?utm_source=generator,0.823,0.339,0.0887,0.823147293,0.104,energetic
Undiporaadhey - Sad Version,Radhan,https://open.spotify.com/embed/track/18r28YOE2nO8hU0bv0lmcv?utm_source=generator,0.533,0.93,0.0655,0.590810215,0.0479,Chill
Bujjulu Bujjulu,M. M. Keeravani,https://open.spotify.com/embed/track/31NymtGVu5wUjUzvaJaF9y?utm_source=generator,0.763,0.564,0.318,0.847343485,0.248,romantic
Mind Block,Devi Sri Prasad,https://open.spotify.com/embed/track/4q4PNCWRo90nUTILn6Y048?utm_source=generator,0.922,0.645,0.0972,0.817634614,0.216,romantic
Malliyalaara,Ghantasala,https://open.spotify.com/embed/track/7xE6g8ncPtqJ0xbkaK1tVn?utm_source=generator,0.426,0.97,0.328,0.738371227,0.0327,Chill
Naa Intimundunna,A.R. Rahman,https://open.spotify.com/embed/track/61zTaISAG8jVtWL9N4pQF0?utm_source=generator,0.753,0.476,0.363,0.799964242,0.0583,romantic
Edo Oka Raagam Female,S.A. Rajkumar,https://open.spotify.com/embed/track/51nEL2KVPRucESEZVXeM1m?utm_source=generator,0.647,0.676,0.126,0.759647189,0.0275,romantic
Laila O Lailaa,Thaman S,https://open.spotify.com/embed/track/5smKL9alAG4yVzSLRFqmHQ?utm_source=generator,0.795,0.321,0.231,0.735033821,0.0895,energetic
Colorful Chilaka,Praveen Lakaraju,https://open.spotify.com/embed/track/78Ew8m4IHFovprNMyj4E2y?utm_source=generator,0.799,0.694,0.049,0.791590929,0.0951,romantic
Maha Ganapathim - Instrumental,Various Artists,https://open.spotify.com/embed/track/6VjNwJfOnTm5oErbY2nUnr?utm_source=generator,0.476,0.488,0.0837,0.789594446,0.0328,romantic
"Oh Sita Hey Rama (From ""Sita Ramam (Telugu)"")",Vishal Chandrashekhar,https://open.spotify.com/embed/track/1hYaQRlsuEW4kMjjmjyow3?utm_source=generator,0.636,0.591,0.0908,0.618105426,0.0453,romantic
Mansannadi Annadi,S.A. Rajkumar,https://open.spotify.com/embed/track/60yhujZTdl43vgo1g0XlMa?utm_source=generator,0.777,0.0612,0.321,0.678119133,0.0465,energetic
Urike Urike,Various Artists,https://open.spotify.com/embed/track/7dT21sIYXtxJpIEBIdUSuu?utm_source=generator,0.567,0.377,0.0939,0.686909622,0.0453,romantic
"Mukku Pudaka (From ""Kalyanamasthu)",RR Dhruvan,https://open.spotify.com/embed/track/2ZZoYitRGXg0S2ixDtBqmS?utm_source=generator,0.567,0.498,0.0255,0.83694389,0.229,romantic
Emaindhi Eevela,Yuvan Shankar Raja,https://open.spotify.com/embed/track/3E8mVTnCMmXJNq6Pbcfkp7?utm_source=generator,0.799,0.178,0.19,0.800083435,0.0276,energetic
Guggu Guggu Gudisundi,K. Chakravarthy,https://open.spotify.com/embed/track/1tsWQleebBvYp8ztUDQWte?utm_source=generator,0.632,0.914,0.246,0.712506332,0.127,Chill
Tongi Tongi - Club Mix,Anup Rubens,https://open.spotify.com/embed/track/3mwlVpUUuNebh4rXNBJUsq?utm_source=generator,0.737,0.0365,0.157,0.682827259,0.076,energetic
Bujji Bangaram,Chaitan Bharadwaj,https://open.spotify.com/embed/track/1Y5lew9Z79LKXNLO4vEeHe?utm_source=generator,0.67,0.592,0.15,0.72079025,0.129,romantic
Zum Zumare,Chakri,https://open.spotify.com/embed/track/18S1e0e6vRATQTkAM7REMl?utm_source=generator,0.723,0.0221,0.0419,0.76942102,0.0612,energetic
Korukku Tinavayyo,Sri Venkat,https://open.spotify.com/embed/track/061jTp5unTfEW9Qy30y83q?utm_source=generator,0.758,0.342,0.078,0.829404929,0.177,romantic
Chali Chaliga,Devi Sri Prasad,https://open.spotify.com/embed/track/0JLLcOdBUKfDtzY0seXQHC?utm_source=generator,0.711,0.634,0.153,0.791531333,0.0527,romantic
"Panchathantram Title Song (From ""Panchathantram"")",Kala Bhairava,https://open.spotify.com/embed/track/2jyQWap4OXmi73y2txHo1g?utm_source=generator,0.623,0.509,0.0763,0.749009208,0.0416,romantic
Inka Edho,G. V. Prakash,https://open.spotify.com/embed/track/0WM0NpFIZg6JhgneUyU5tl?utm_source=generator,0.64,0.333,0.188,0.768527072,0.0314,romantic
Neevenaa,Divya Kumar,https://open.spotify.com/embed/track/2rb1dCqdWF3OOI0Ve8nHhj?utm_source=generator,0.63,0.42,0.0891,0.59656128,0.0314,romantic
Ravi Chettu Ragalu,Charan Arjun,https://open.spotify.com/embed/track/1tKr9vJQmYzmlARqotAR2N?utm_source=generator,0.878,0.627,0.0657,0.778807473,0.154,romantic
Priyathama,R. P. Patnaik,https://open.spotify.com/embed/track/7FA4sbYRTkyYqx8MDUlVq4?utm_source=generator,0.691,0.128,0.205,0.820286659,0.144,energetic
"Gokula Krishna (From ""Gokulamlo Seetha"")",S. P. Balasubrahmanyam,https://open.spotify.com/embed/track/52lJ7xfGKBBs1FB26yvtbZ?utm_source=generator,0.723,0.742,0.0879,0.631127268,0.0889,Chill
Jingi Chika,Various Artists,https://open.spotify.com/embed/track/2wptn2OoH6Amv96LM7Es70?utm_source=generator,0.928,0.404,0.062,0.771566495,0.161,romantic
Bham Bham Bole,Mani Sharma,https://open.spotify.com/embed/track/5wVTrHzxbqQwaU03EZYlV3?utm_source=generator,0.692,0.358,0.156,0.672487261,0.238,romantic
Nadaka Chuste Vayyaram,R. P. Patnaik,https://open.spotify.com/embed/track/4dFmgD6DtPLxdMRHLWqbma?utm_source=generator,0.489,0.117,0.344,0.699812271,0.203,energetic
Nuvvaitavra Langa,"Sunil Kashyap, Rahul Sipligunj",https://open.spotify.com/embed/track/7mxaUahMtuvQFC67hms36X?utm_source=generator,0.876,0.0527,0.108,0.868232069,0.0413,energetic
Tharagathi Gadhi - Telugu,Kala Bhairava,https://open.spotify.com/embed/track/7El6rXuDiiMNreCDv5QKBD?utm_source=generator,0.583,0.628,0.0941,0.769540213,0.0378,romantic
Endaro Mahanubhavulu,Uthara Unnikrishnan,https://open.spotify.com/embed/track/23zp7tPvDshEibnZh9PmOo?utm_source=generator,0.513,0.902,0.0724,0.726958491,0.0486,Chill
Cheliya,Devi Sri Prasad,https://open.spotify.com/embed/track/4TzigAgik8j6HvdTGWHOW3?utm_source=generator,0.669,0.0626,0.106,0.770404362,0.0435,energetic
Ammi Olammi Tikkaregindha,K. Chakravarthy,https://open.spotify.com/embed/track/4hKqv6uA4glLtPMddFHyQj?utm_source=generator,0.473,0.938,0.464,0.919544682,0.252,Chill
Daakko Daakko Meka,Devi Sri Prasad,https://open.spotify.com/embed/track/3WJiyfCnt41lWPRBJpP0ZI?utm_source=generator,0.943,0.17,0.0977,0.725677166,0.0848,energetic
Rathraina,Mani Sharma,https://open.spotify.com/embed/track/19b4lMf5AD4IQlutDKRvpZ?utm_source=generator,0.892,0.145,0.0943,0.785124706,0.125,energetic
Janapadam Song,Mangli,https://open.spotify.com/embed/track/4TRbgnlo77mN3GjP6mDiC1?utm_source=generator,0.668,0.235,0.0788,0.836556512,0.0522,energetic
Yenno Yenno,Achu,https://open.spotify.com/embed/track/6XbyfrUBZ3e6V8sGAP3dH8?utm_source=generator,0.856,0.33,0.0624,0.858875413,0.037,energetic
Olammi,Thaman S,https://open.spotify.com/embed/track/6HjSQWpCDylDfrfe0I4KXF?utm_source=generator,0.764,0.518,0.125,0.621234244,0.188,romantic
Yerani Kurradani,A.R. Rahman,https://open.spotify.com/embed/track/6kFVtk3nAi0iaBOgE4qTHs?utm_source=generator,0.867,0.165,0.0772,0.672815042,0.276,energetic
Mad Manase,Tanishk Bagchi,https://open.spotify.com/embed/track/0HFAsQvlT6fPRiSFuWZNjf?utm_source=generator,0.789,0.142,0.107,0.878035698,0.0765,energetic
Nuvvante Naaku,Anup Rubens,https://open.spotify.com/embed/track/2QIEUlVHYCmkapUzG9CB8O?utm_source=generator,0.912,0.325,0.0409,0.788372717,0.153,energetic
Nee Kosame,R. P. Patnaik,https://open.spotify.com/embed/track/2kTDVnaGALMMFF1T1K2jPE?utm_source=generator,0.459,0.268,0.787,0.862451205,0.0657,cheerful
Thats All Right Mama,Anup Rubens,https://open.spotify.com/embed/track/5wv3qE0s0Zuru2ZaqnkmNL?utm_source=generator,0.905,0.577,0.164,0.768825054,0.109,romantic
Sumam Pratisumam,Ilaiyaraaja,https://open.spotify.com/embed/track/1bELhJ2xNXfIeSZP3l85AJ?utm_source=generator,0.782,0.671,0.132,0.721505408,0.0349,romantic
Ninna Sandhya Velalo,Ilaiyaraaja,https://open.spotify.com/embed/track/4OYWpjM106IaKt24tZiLxc?utm_source=generator,0.531,0.979,0.135,0.80291427,0.0313,Chill
Nee Choopule,G. V. Prakash,https://open.spotify.com/embed/track/2FPYJZygSLhD9RdPvEnBha?utm_source=generator,0.573,0.262,0.0976,0.72525999,0.026,energetic
Dol Dol Dol Bhaje,Devi Sri Prasad,https://open.spotify.com/embed/track/1uOsj7jbQxJqu6pv2OoKDx?utm_source=generator,0.722,0.384,0.118,0.820048273,0.0865,romantic
Gummadi Gummadi,S.A. Rajkumar,https://open.spotify.com/embed/track/3Nmx11s8Gte6zSzLntbSsu?utm_source=generator,0.775,0.0113,0.274,0.694597574,0.0294,energetic
Maayaama Chendra,Hariharan,https://open.spotify.com/embed/track/5WgOsZevbmx3QCYmrJFnzf?utm_source=generator,0.838,0.0138,0.0786,0.483149081,0.202,energetic
Appuleni Samsara,Unnikrishnan,https://open.spotify.com/embed/track/6MtsPFvZMHhiWEq3QeVgQz?utm_source=generator,0.482,0.644,0.11,0.761435084,0.0831,Chill
Devudu Chesina,Ramesh Naidu,https://open.spotify.com/embed/track/1gaL2yz1ONhulgJ0XdN3Il?utm_source=generator,0.308,0.925,0.11,0.605023988,0.0631,Chill
Manase Jhathaga Paadindhile,Sathyam,https://open.spotify.com/embed/track/2b5K6X3uTsA1zG5XrZzUv9?utm_source=generator,0.358,0.983,0.336,0.803182455,0.0674,Chill
"Neela Neelamma Chiralo Neela, Pt. 2",Suman Badanakal,https://open.spotify.com/embed/track/6QNTsXiOxCiTYUfbNr0Iyo?utm_source=generator,0.67,0.558,0.0638,0.829881701,0.208,romantic
Toofan,Ravi Basrur,https://open.spotify.com/embed/track/0ztbRzwQwzF53IPjoxZWhC?utm_source=generator,0.692,0.345,0.59,0.728090825,0.0671,cheerful
Ee Reyi Theeyanidhi,S. Rajeswara Rao,https://open.spotify.com/embed/track/25ieA4RNN5GcvbPQtrVsfh?utm_source=generator,0.489,0.882,0.192,0.816979052,0.0357,Chill
Prema Endukani,S.A. Rajkumar,https://open.spotify.com/embed/track/4vksdFFYxRsGxULs5SrC1l?utm_source=generator,0.598,0.806,0.117,0.899460651,0.0852,Chill
Maayera,Harris Jayaraj,https://open.spotify.com/embed/track/4ZI79kwi84DJcbiYFygJwW?utm_source=generator,0.78,0.0218,0.109,0.678387318,0.0443,energetic
Dam Dama Dam,S.A. Rajkumar,https://open.spotify.com/embed/track/49zO4CsJgNhcZeiXnCFHqo?utm_source=generator,0.798,0.0934,0.0589,0.799040496,0.175,energetic
Thillana,Various Artists,https://open.spotify.com/embed/track/5tzOsoSTnqjMgaavOf1CAp?utm_source=generator,0.634,0.76,0.108,0.623111535,0.206,Chill
"Prathi Rathri (From ""Ekaveera"")",S. P. Balasubrahmanyam,https://open.spotify.com/embed/track/7dFZFGFubfT0ScR0uhaemA?utm_source=generator,0.516,0.842,0.518,0.657707321,0.0663,cheerful
Navvuthu Ring Tone,Chakri,https://open.spotify.com/embed/track/78Vv70PgffO7scciTb9DiL?utm_source=generator,0.803,0.161,0.0456,0.762895199,0.136,energetic
Morethukochindhi,A.R. Rahman,https://open.spotify.com/embed/track/1GDRl76dDH4Sjjfe0jfTbl?utm_source=generator,0.814,0.182,0.136,0.628296433,0.0516,energetic
Om Namami,Sri,https://open.spotify.com/embed/track/6OnA0y7dYaNrGvk7xVUkSN?utm_source=generator,0.7,0.238,0.205,0.833874668,0.0513,energetic
Dillaku Dillaku,Mani Sharma,https://open.spotify.com/embed/track/3TtlPKJRgz77uNyW0kGP67?utm_source=generator,0.868,0.172,0.285,0.747102119,0.132,energetic
Osi Manasa Niku Thelusa,Lakshmikanth Pyarelal,https://open.spotify.com/embed/track/6sNLQEmW3w4Qe5nCM0WIpt?utm_source=generator,0.323,0.444,0.796,0.747906672,0.0596,cheerful
Nannedo Syeeamaku,M. M. Keeravani,https://open.spotify.com/embed/track/2AkXccQOO1sz34Ma628osl?utm_source=generator,0.87,0.408,0.112,0.73849042,0.0648,romantic
Nijaga Dasa Yadunandane,M. Balamuralikrishna,https://open.spotify.com/embed/track/6Ue7IvdXapdqGk1R3XletG?utm_source=generator,0.687,0.874,0.263,0.4570458,0.0869,Chill
Life Ante Challenge,Alphons Joseph,https://open.spotify.com/embed/track/5pkur13w4lMJh7Dw9uXgAt?utm_source=generator,0.834,0.448,0.112,0.602550732,0.0617,romantic
Pranaamam,Devi Sri Prasad,https://open.spotify.com/embed/track/75PLRXczgeUtwD9mFzDVsB?utm_source=generator,0.721,0.122,0.115,0.850949075,0.0503,energetic
Andam Hindolam - Remix,Sai Karthik,https://open.spotify.com/embed/track/7uwLbhGbjvASLX1YuKPSpJ?utm_source=generator,0.856,0.284,0.161,0.84588337,0.0699,energetic
Naa Paata Nee Nota,K. V. Mahadevan,https://open.spotify.com/embed/track/0spX4xnAED3zWKtKn8NSco?utm_source=generator,0.427,0.968,0.0816,0.832980721,0.041,Chill
Prema Yathralaku,Vandemataram Srinivas,https://open.spotify.com/embed/track/6SeBZJmqC2ziWBWMZi1YVC?utm_source=generator,0.739,0.735,0.777,0.731756012,0.145,cheerful
"Andala Menakave - From ""Manmadha""",Suchitra,https://open.spotify.com/embed/track/2XFhrjn0WAldpHpY5YMjOc?utm_source=generator,0.588,0.479,0.104,0.73384189,0.296,romantic
Baby Love,Gershom Penugula,https://open.spotify.com/embed/track/6LoQxpzJTTV21PfODsrknC?utm_source=generator,0.423,0.026,0.0826,0.581393963,0.469,energetic
"Bulreddy (From ""Sita"")",Various Artists,https://open.spotify.com/embed/track/7My3AYHEIuZzF08WnFxHiL?utm_source=generator,0.87,0.184,0.482,0.804255192,0.268,energetic
Andhamaina Chandhamaama,Gopi Sundar,https://open.spotify.com/embed/track/1ppVtZ1NasSaNRxrhzbfiz?utm_source=generator,0.791,0.404,0.13,0.750916297,0.055,romantic
Bhai,Devi Sri Prasad,https://open.spotify.com/embed/track/7aWLbQEvdE4dzNyOvE9Bki?utm_source=generator,0.817,0.184,0.0674,0.833934265,0.062,energetic
Killi Killi,Mani Sharma,https://open.spotify.com/embed/track/57bRQzh6XEfIU4uGXz1p5j?utm_source=generator,0.789,0.184,0.0243,0.785333294,0.165,energetic
Bonagiri gutta,Manukota Prasad,https://open.spotify.com/embed/track/4Lszt9PsHA9o7RDLlInsFc?utm_source=generator,0.86,0.0293,0.0643,0.883190798,0.306,energetic
Rachcha,Mani Sharma,https://open.spotify.com/embed/track/36doZ7By8Xsf0mIWCJUQkm?utm_source=generator,0.844,0.135,0.0436,0.73264996,0.244,energetic
Aa Ante,Devi Sri Prasad,https://open.spotify.com/embed/track/6rjiIZVNoeMc8LMnslNNTM?utm_source=generator,0.781,0.0343,0.0826,0.734646444,0.241,energetic
Aaskasam Eenatido,Anirudh Ravichander,https://open.spotify.com/embed/track/25uKdD1tOzBjwpiVigaAOE?utm_source=generator,0.699,0.905,0.079,0.621502429,0.052,Chill
Anjudi Lakshmanudu,Vidyasagar,https://open.spotify.com/embed/track/2nT5NK8ojcBCLUQJTmmvnU?utm_source=generator,0.658,0.428,0.495,0.857623886,0.158,cheerful
"Jil Jil (From ""Jetty"")",Mangli,https://open.spotify.com/embed/track/6U3oXZaFHoZrRzdjlqAICf?utm_source=generator,0.824,0.516,0.641,0.826365506,0.142,cheerful
